restaurant_id,lane,already_reached,name,phone,area,address,cuisine,chain_size,rating,review_count,status,website
5555484384,desk,False,Driftwood Chophouse,(555) 548-4384,Kingsway,3123 S Halloway Blvd,Greek,SME,5.0,1476,never in CRM,https://www.driftwoodchophouse.example
5556190462,desk,False,Juniper Supper Club,(555) 619-0462,Bramble Row,6414 S Fennimore Ave,Mediterranean,SME,3.47,1475,never in CRM,https://www.junipersupperclub.example
5559518618,desk,False,Kingfisher Grill,(555) 951-8618,Alder Heights,6165 S Bayard St,Ethiopian,SME,4.37,1475,never in CRM,https://www.kingfishergrill.example
5558556689,desk,False,Cinder Brasserie,(555) 855-6689,Palisade Park,3000 E Ashfield Rd,Mexican,SME,3.5,1459,never in CRM,https://www.cinderbrasserie.example
5551722663,desk,False,BLUEBIRD OYSTER BAR,(555) 172-2663,Fox Hollow,"3614 S Quinton Ave, Verano Bay",Seafood,SME,3.7,1454,never in CRM,https://www.bluebirdoysterbar.example
5554356212,desk,False,Copper Brasserie,(555) 435-6212,Corvo Heights,281 N Bayard Ave,Korean,SME,3.5,1452,never in CRM,https://www.copperbrasserie.example
5556336146,call,False,Umber Bistro,(555) 633-6146,Bayview Flats,5068 N Vance Street,Mediterranean,SME,3.55,1452,never in CRM,
5558444150,desk,True,Redbird Wine Bar Restaurant,(555) 844-4150,Bayview Flats,"4627 E Halloway Blvd, Verano Bay",Thai,SME,3.65,1447,never in CRM,https://www.redbirdwinebar.example
5553697870,visit,False,Marigold Kitchen,(555) 369-7870,Miradero,7498 E Tarrow Rd,Vietnamese,SME,4.0,1444,never in CRM,
5559959984,call,True,Jackdaw Bistro,(555) 995-9984,Templeton,6617 E Vance Blvd,Contemporary,SME,3.8,1443,never in CRM,
5553340215,call,False,Sable Smokehouse,(555) 334-0215,Bayview Flats,1534 N Rivermead Ave,Mediterranean,SME,3.5,1440,never in CRM,
5557385597,call,False,Rookery Grill,(555) 738-5597,Windrow,5516 W Lindmere Blvd,Greek,SME,3.75,1426,never in CRM,
5557271688,desk,False,Rosewater Bistro,(555) 727-1688,Sablewood,253 W Ashfield St,Barbecue,SME,3.7,1424,never in CRM,https://www.rosewaterbistro.example
5557744217,desk,False,Palisade Steakhouse,(555) 774-4217,Ashgrove,7251 E Lindmere Rd,French,SME,4.2,1423,never in CRM,https://www.palisadesteakhouse.example
5557440163,desk,False,Umber Cantina,(555) 744-0163,Corvo Heights,6380 N Vance St,Peruvian,SME,3.7,1413,never in CRM,https://www.umbercantina.example
5552590669,desk,False,Quarry Wine Bar,(555) 259-0669,Bramble Row,4482 W Tarrow Blvd,Vietnamese,SME,3.7,1413,never in CRM,https://www.quarrywinebar.example
5555021375,call,False,Mercado Brasserie - Sunfield,(555) 502-1375,Miradero,7310 North Serra Rd,Peruvian,SME,4.28,1411,never in CRM,
5558886139,call,True,Plumb Room,(555) 888-6139,Kingsway,6750 East Mallow Boulevard,Polish,SME,4.8,1410,never in CRM,
5556083605,desk,False,The Northbank Wine Bar,(555) 608-3605,Fox Hollow,7938 N Prospect Ave,Japanese,SME,4.45,1408,open deal,https://www.northbankwinebar.example
5551838658,desk,True,Gallow Osteria,(555) 183-8658,Ashgrove,7957 E Cortez Blvd,Contemporary,SME,4.2,1407,never in CRM,https://www.gallowosteria.example
5553628070,call,False,Kinship Brasserie,(555) 362-8070,Bramble Row,5225 W Serra Ave,Peruvian,SME,4.2,1406,never in CRM,
5552422911,desk,False,Copper Cantina,(555) 242-2911,Quarry End,5033 W Tarrow Ave,Indian,SME,4.0,1405,never in CRM,https://www.coppercantina.example
5551812316,desk,True,Vesper Osteria,(555) 181-2316,Templeton,6718 North Mallow St,Polish,SME,3.3,1402,never in CRM,https://www.vesperosteria.example
5554497952,desk,False,Sparrow Wine Bar,(555) 449-7952,Cedar Cross,7862 W Ashfield Blvd,Greek,SME,4.25,1401,never in CRM,https://www.sparrowwinebar.example
5559755969,desk,False,Roan Kitchen,(555) 975-5969,Alder Heights,5003 N Tarrow Blvd,Mediterranean,SME,3.7,1398,never in CRM,https://www.roankitchen.example
5556412128,desk,False,Saffron Trattoria,(555) 641-2128,Harbor Point,7077 S Vance Ave,Barbecue,SME,3.8,1392,never in CRM,https://www.saffrontrattoria.example
5556369899,call,False,Motherland Wine Bar,(555) 636-9899,Corvo Heights,5873 N Halloway Rd,Seafood,SME,3.7,1391,never in CRM,
5555645975,call,False,Alder Smokehouse,(555) 564-5975,Kingsway,7834 N Cortez Blvd,Greek,SME,4.9,1385,never in CRM,
5559183459,desk,False,Roan Alehouse,(555) 918-3459,Calder Park,4578 N Ashfield Rd,Indian,SME,4.4,1384,never in CRM,https://www.roanalehouse.example
5556838454,call,False,Kinship Grill,(555) 683-8454,Ferrymead,6042 N Ashfield Blvd,Barbecue,SME,3.85,1378,never in CRM,
5559073013,desk,False,Plumb Grill Verano Bay,(555) 907-3013,Fox Hollow,277 E Vance Street,Mediterranean,SME,3.67,1371,never in CRM,https://www.plumbgrill.example
5556540328,desk,False,Pike Supper Club Verano Bay,(555) 654-0328,Sablewood,5503 South Rivermead Road,Japanese,SME,4.58,1369,never in CRM,https://www.pikesupperclub.example
5558068349,desk,False,MERCADO TAQUERIA,(555) 806-8349,Greenhithe,4969 North Quinton Street,Mexican,SME,3.47,1367,never in CRM,https://www.mercadotaqueria.example
5554170616,desk,True,Rookery Taqueria,(555) 417-0616,Lantern Hill,6382 S Serra Rd,Mexican,SME,3.6,1367,open deal,https://www.rookerytaqueria.example
5551755379,visit,False,SALT & VINE STEAKHOUSE,(555) 175-5379,Bramble Row,2561 South Rivermead Boulevard,Ethiopian,SME,3.57,1366,never in CRM,
5557132210,desk,True,Palisade Trattoria,(555) 713-2210,Calder Park,647 E Tarrow Ave,Korean,SME,3.75,1364,never in CRM,https://www.palisadetrattoria.example
5552137434,call,True,Understory Chophouse - Windrow,(555) 213-7434,Ashgrove,4606 South Quinton Boulevard,Spanish,SME,4.7,1356,never in CRM,
5557579028,desk,True,Vesper Tavern Verano Bay,(555) 757-9028,Bayview Flats,5772 N Fennimore Street,Korean,SME,4.42,1352,never in CRM,https://www.vespertavern.example
5555407227,call,False,Vesper Smokehouse,(555) 540-7227,Old Mill,2960 E Rivermead Street,Japanese,SME,3.93,1352,never in CRM,
5553706105,desk,False,Loam Tavern,(555) 370-6105,Cedar Cross,7848 S Vance Rd,Indian,SME,4.0,1348,open deal,https://www.loamtavern.example
5554112176,desk,True,Basil & Bone Steakhouse,(555) 411-2176,Lantern Hill,6676 N Halloway Rd,Korean,mid-cap,4.7,1346,open deal,https://www.basilbonesteakhouse.example
5556868437,call,False,The Foxtail Tavern,(555) 686-8437,Greenhithe,3338 E Fennimore Boulevard,Thai,SME,3.75,1344,open deal,
5553507724,desk,False,Kingfisher Brasserie,(555) 350-7724,Harbor Point,7661 S Halloway Rd,Ethiopian,SME,4.6,1344,never in CRM,https://www.kingfisherbrasserie.example
5556015891,desk,False,Thicket Alehouse,(555) 601-5891,Miradero,3508 E Cortez Rd,Mexican,SME,3.6,1341,open deal,https://www.thicketalehouse.example
5552093962,desk,True,Driftwood Bistro,(555) 209-3962,Lantern Hill,2927 N Fennimore Rd,Korean,SME,4.0,1340,never in CRM,https://www.driftwoodbistro.example
5554374643,desk,False,Sixpence House,(555) 437-4643,Greenhithe,1658 W Prospect Ave,Spanish,SME,4.4,1340,open deal,https://www.sixpencehouse.example
5558054052,desk,False,Loam Brasserie,(555) 805-4052,Calder Park,175 E Prospect St,Polish,SME,4.4,1339,never in CRM,https://www.loambrasserie.example
5559343797,desk,False,Copper Dining Room,(555) 934-3797,Templeton,1171 S Lindmere Rd,Italian,SME,4.2,1334,open deal,https://www.copperdiningroom.example
5553978894,desk,False,Thistle Alehouse,(555) 397-8894,Ferrymead,1839 N Prospect Blvd,Contemporary,SME,3.7,1328,never in CRM,https://www.thistlealehouse.example
5554401107,desk,False,Nine Bridges Brasserie,(555) 440-1107,Templeton,5700 W Lindmere Rd,French,SME,3.5,1327,never in CRM,https://www.ninebridgesbrasserie.example
5551306510,desk,False,Yarrow Steakhouse,(555) 130-6510,Cedar Cross,4420 N Lindmere Rd,Mediterranean,SME,3.4,1324,never in CRM,https://www.yarrowsteakhouse.example
5557876812,desk,False,Marrow Wine Bar,(555) 787-6812,Bayview Flats,5494 S Quinton Blvd,Barbecue,SME,4.4,1322,written off,https://www.marrowwinebar.example
5557942510,desk,True,Fernwood Chophouse,(555) 794-2510,Alder Heights,2377 W Cortez Blvd,Korean,SME,4.4,1321,never in CRM,https://www.fernwoodchophouse.example
5552787034,call,True,Cardinal Room Verano Bay,(555) 278-7034,Ashgrove,1872 East Serra Road,Vietnamese,SME,3.43,1318,never in CRM,
5557294285,call,True,Bluebird Alehouse,(555) 729-4285,Quarry End,2869 W Prospect St,Ethiopian,SME,3.8,1316,never in CRM,
5554618855,desk,False,Sorrel Brasserie,(555) 461-8855,Corvo Heights,4702 E Fennimore Rd,Contemporary,SME,4.9,1314,never in CRM,https://www.sorrelbrasserie.example
5556923145,visit,False,Bramble Alehouse,(555) 692-3145,Stillwater,5696 W Fennimore Rd,Barbecue,SME,4.03,1309,open deal,
5552296950,call,False,Little Bear Kitchen,(555) 229-6950,Marisol,6172 E Quinton Ave,Polish,SME,3.5,1309,never in CRM,
5554363278,call,False,Quarry Taqueria,(555) 436-3278,Calder Park,787 E Mallow St,Polish,SME,4.85,1302,open deal,
5553916780,desk,False,Cinder Grill,(555) 391-6780,Palisade Park,1033 W Mallow Ave,Polish,SME,4.0,1301,never in CRM,https://www.cindergrill.example
5553494797,call,True,Olive & Ash Taqueria,(555) 349-4797,Sablewood,878 W Mallow Rd,Japanese,SME,4.2,1300,never in CRM,
5559656192,desk,False,Quill Brasserie,(555) 965-6192,Palisade Park,6000 S Serra St,Contemporary,SME,4.0,1293,open deal,https://www.quillbrasserie.example
5557134655,desk,False,Quill Table,(555) 713-4655,Bayview Flats,4276 S Vance Rd,Japanese,mid-cap,3.5,1292,never in CRM,https://www.quilltable.example
5555364927,desk,False,Palisade Oyster Bar,(555) 536-4927,Bramble Row,5565 W Wexley Ave,Vietnamese,SME,3.3,1290,never in CRM,https://www.palisadeoysterbar.example
5556765973,desk,True,Saffron Osteria,(555) 676-5973,Stillwater,2368 E Bayard Blvd,Contemporary,mid-cap,4.0,1286,open deal,https://www.saffronosteria.example
5551469904,call,True,Warbler Tavern - Sablewood,(555) 146-9904,Kingsway,4018 North Ashfield Street,Indian,SME,4.05,1281,never in CRM,
5554283310,call,False,zzz test,(555) 428-3310,Windrow,7479 E Quinton Rd,Thai,SME,3.7,1280,never in CRM,
5552560896,desk,False,Bramble Smokehouse,(555) 256-0896,Quarry End,7926 S Rivermead Blvd,Indian,SME,3.8,1279,never in CRM,https://www.bramblesmokehouse.example
5553638947,desk,True,Stonecutter Kitchen,(555) 363-8947,Greenhithe,1088 W Wexley St,Spanish,mid-cap,3.8,1275,open deal,https://www.stonecutterkitchen.example
5554397505,desk,False,YARROW WINE BAR,(555) 439-7505,Corvo Heights,390 South Wexley Street,Italian,SME,4.53,1274,never in CRM,https://www.yarrowwinebar.example
5552921112,desk,False,Sixpence Steakhouse,(555) 292-1112,Greenhithe,4719 W Rivermead Rd,Korean,SME,4.35,1271,never in CRM,https://www.sixpencesteakhouse.example
5555954402,desk,True,Juniper Oyster Bar,(555) 595-4402,Lantern Hill,4332 E Prospect Rd,Ethiopian,SME,4.57,1269,never in CRM,https://www.juniperoysterbar.example
5558677811,call,True,Heron Bistro,(555) 867-7811,Rivera District,6181 W Ashfield Rd,Spanish,SME,3.4,1263,never in CRM,
5551456827,desk,False,Kinship Taqueria,(555) 145-6827,Cedar Cross,7982 W Cortez St,Barbecue,SME,3.85,1261,never in CRM,https://www.kinshiptaqueria.example
5559741255,call,False,Larkspur Table,(555) 974-1255,Windrow,6639 N Tarrow Ave,Polish,SME,4.8,1261,never in CRM,
5552857918,desk,False,Harrow Bistro,(555) 285-7918,Palisade Park,7898 East Wexley Street,Peruvian,SME,4.65,1260,never in CRM,https://www.harrowbistro.example
5558738493,desk,False,Loam Osteria,(555) 873-8493,Miradero,5714 S Ashfield Ave,Thai,mid-cap,4.2,1260,never in CRM,https://www.loamosteria.example
5556251655,desk,False,SABLE OSTERIA,(555) 625-1655,Palisade Park,"3475 E Wexley Ave, Verano Bay",Seafood,SME,3.65,1255,never in CRM,https://www.sableosteria.example
5559577509,desk,False,Tallgrass Brasserie,(555) 957-7509,Cedar Cross,4600 N Prospect Rd,Mexican,SME,4.6,1253,open deal,https://www.tallgrassbrasserie.example
5558890303,desk,False,Juniper Wine Bar,(555) 889-0303,Greenhithe,1637 N Lindmere St,Japanese,SME,3.6,1247,never in CRM,https://www.juniperwinebar.example
5552286455,call,False,Rambler Bistro,(555) 228-6455,Greenhithe,644 South Quinton Avenue,Italian,SME,3.5,1243,never in CRM,
5554743374,desk,True,Marrow House,(555) 474-3374,Sablewood,2137 S Prospect Ave,Vietnamese,SME,4.5,1243,open deal,https://www.marrowhouse.example
5557298715,desk,False,Verde Supper Club,(555) 729-8715,Harbor Point,4120 S Fennimore St,Steakhouse,SME,4.1,1241,never in CRM,https://www.verdesupperclub.example
5553619659,call,True,Zephyr Supper Club Verano Bay,(555) 361-9659,Bayview Flats,247 East Calder Avenue,Japanese,SME,4.18,1240,never in CRM,
5551491298,desk,True,Kinship Kitchen,(555) 149-1298,Greenhithe,3882 East Vance Road,Barbecue,SME,4.57,1239,open deal,https://www.kinshipkitchen.example
5552379823,desk,False,Amber Supper Club,(555) 237-9823,Marisol,5925 W Rivermead Blvd,Peruvian,SME,3.7,1239,never in CRM,https://www.ambersupperclub.example
5556813012,desk,False,Bluebird Osteria,(555) 681-3012,Sablewood,6047 S Rivermead Ave,Ethiopian,SME,4.2,1236,never in CRM,https://www.bluebirdosteria.example
5553151946,call,True,Juniper Trattoria,(555) 315-1946,Ferrymead,6180 S Rivermead Blvd,Italian,SME,4.57,1234,open deal,
5554674585,desk,False,Orchard Wine Bar,(555) 467-4585,Bramble Row,7956 S Serra St,French,large,4.2,1234,open deal,https://www.orchardwinebar.example
5555950885,call,False,Kinship Osteria,(555) 595-0885,Ferrymead,275 S Quinton Ave,Contemporary,SME,3.6,1232,never in CRM,
5552689509,desk,False,The Sorrel Osteria,(555) 268-9509,Fox Hollow,7811 E Serra Boulevard,Ethiopian,SME,4.05,1231,never in CRM,https://www.sorrelosteria.example
5552098035,call,False,The Foxglove Dining Room,(555) 209-8035,Sablewood,"5735 E Lindmere St, Verano Bay",Mexican,SME,3.5,1227,never in CRM,
5555807814,desk,False,Nine Bridges Steakhouse,(555) 580-7814,Sablewood,7163 West Halloway Boulevard,Barbecue,SME,4.3,1226,never in CRM,https://www.ninebridgessteakhouse.example
5551553936,desk,False,Verde Dining Room,(555) 155-3936,Kingsway,1488 E Fennimore Blvd,Italian,SME,4.1,1218,never in CRM,https://www.verdediningroom.example
5557673529,desk,False,Violet Trattoria,(555) 767-3529,Palisade Park,5811 S Rivermead Rd,Mediterranean,mid-cap,4.1,1203,never in CRM,https://www.violettrattoria.example
5555993078,desk,False,Silverfin House,(555) 599-3078,Bayview Flats,6487 E Mallow Ave,Thai,SME,5.0,1202,open deal,https://www.silverfinhouse.example
5558585963,desk,True,Alder Taqueria,(555) 858-5963,Bramble Row,6930 North Calder Rd,Mediterranean,SME,4.07,1194,open deal,https://www.aldertaqueria.example
5552752673,desk,True,Fallowfield Dining Room - Palisade Park,(555) 275-2673,Kingsway,7651 W Serra Blvd,Italian,SME,3.4,1190,never in CRM,https://www.fallowfielddiningroom.example
5554063156,desk,True,Halcyon Trattoria,(555) 406-3156,Old Mill,2921 E Mallow Blvd,Peruvian,SME,4.6,1186,customer,https://www.halcyontrattoria.example
5557239310,desk,False,Little Bear Bistro,(555) 723-9310,Sablewood,433 E Serra Rd,Polish,SME,4.8,1183,written off,https://www.littlebearbistro.example
5558209943,call,False,Motherland House,(555) 820-9943,Fox Hollow,968 E Halloway Avenue,Ethiopian,SME,3.55,1182,never in CRM,
5556817830,desk,False,Persimmon Wine Bar,(555) 681-7830,Calder Park,7379 S Calder Ave,Vietnamese,SME,4.5,1180,never in CRM,https://www.persimmonwinebar.example
5556901522,call,False,Violet Oyster Bar,(555) 690-1522,Ashgrove,6303 N Cortez Blvd,Thai,SME,3.9,1178,never in CRM,
5555926669,desk,False,Lantern Oyster Bar,(555) 592-6669,Calder Park,5307 W Ashfield Ave,Peruvian,SME,4.6,1178,never in CRM,https://www.lanternoysterbar.example
5552300824,desk,False,Golden Hour Kitchen - Stillwater,(555) 230-0824,Greenhithe,3348 E Vance Boulevard,Peruvian,SME,4.8,1173,never in CRM,https://www.goldenhourkitchen.example
5555431894,call,True,Juniper Osteria,(555) 543-1894,Bramble Row,4357 W Mallow Rd,Italian,SME,3.6,1165,never in CRM,
5551563001,desk,False,Kingfisher Kitchen,(555) 156-3001,Kingsway,6961 East Ashfield Blvd,Polish,SME,3.65,1151,open deal,https://www.kingfisherkitchen.example
5556118854,desk,False,Plumb Osteria - Kingsway,(555) 611-8854,Cedar Cross,5975 North Rivermead Rd,Seafood,SME,3.6,1150,never in CRM,https://www.plumbosteria.example
5552031377,desk,False,Cardinal Dining Room,(555) 203-1377,Rivera District,4963 W Rivermead Rd,Vietnamese,SME,4.2,1147,never in CRM,https://www.cardinaldiningroom.example
5559375520,call,False,Saffron Alehouse,(555) 937-5520,Corvo Heights,7660 N Prospect Blvd,Korean,SME,4.4,1146,never in CRM,
5555448886,desk,False,The Yarrow Trattoria,(555) 544-8886,Sunfield,6758 West Tarrow Avenue,Mediterranean,SME,3.43,1143,never in CRM,https://www.yarrowtrattoria.example
5554329915,call,False,Motherland Supper Club,(555) 432-9915,Palisade Park,3768 S Mallow Ave,French,SME,3.7,1140,never in CRM,
5556364026,desk,False,Prairie Alehouse,(555) 636-4026,Templeton,826 S Fennimore Blvd,Japanese,SME,3.5,1140,never in CRM,https://www.prairiealehouse.example
5553429091,call,False,Harrow Supper Club,(555) 342-9091,Palisade Park,3346 S Cortez St,Contemporary,SME,3.7,1140,open deal,
5558134789,call,False,Loam Cantina,(555) 813-4789,Harbor Point,2358 South Mallow St,Vietnamese,SME,3.55,1138,never in CRM,
5559494642,desk,False,Loam Room - Windrow,(555) 949-4642,Windrow,5792 W Bayard Road,Italian,mid-cap,3.8,1135,open deal,https://www.loamroom.example
5552268187,desk,True,Rambler Brasserie,(555) 226-8187,Marisol,6619 E Serra Blvd,Contemporary,large,3.55,1135,open deal,https://www.ramblerbrasserie.example
5554198879,desk,False,Quill Steakhouse - Corvo Heights,(555) 419-8879,Miradero,"7868 E Quinton Ave, Verano Bay",Barbecue,SME,3.93,1134,never in CRM,https://www.quillsteakhouse.example
5558190423,desk,True,Palisade Grill - Templeton,(555) 819-0423,Rivera District,"3168 E Rivermead Rd, Verano Bay",Steakhouse,SME,4.0,1132,open deal,https://www.palisadegrill.example
5554804006,desk,True,Northbank Cantina,(555) 480-4006,Greenhithe,6912 W Quinton Blvd,Mexican,SME,4.75,1132,never in CRM,https://www.northbankcantina.example
5554592619,desk,False,UNDERSTORY DINING ROOM,(555) 459-2619,Templeton,175 W Wexley Road,French,SME,3.9,1128,never in CRM,https://www.understorydiningroom.example
5555684293,desk,False,Wren Dining Room,(555) 568-4293,Lantern Hill,1070 N Vance Rd,Vietnamese,SME,4.1,1122,never in CRM,https://www.wrendiningroom.example
5554212967,desk,False,Plumb Supper Club,(555) 421-2967,Sunfield,7093 S Serra Blvd,Indian,SME,3.9,1116,open deal,https://www.plumbsupperclub.example
5552677916,desk,False,Olive & Ash Cantina,(555) 267-7916,Templeton,3660 W Wexley Blvd,Vietnamese,large,4.35,1115,open deal,https://www.oliveashcantina.example
5558947224,desk,False,Juniper Grill,(555) 894-7224,Templeton,1641 N Vance Blvd,Ethiopian,SME,4.1,1115,never in CRM,https://www.junipergrill.example
5554445800,desk,False,Amber Oyster Bar,(555) 444-5800,Sunfield,3146 N Prospect St,Korean,SME,4.4,1115,never in CRM,https://www.amberoysterbar.example
5553865315,call,False,Sixpence Smokehouse,(555) 386-5315,Corvo Heights,2190 North Wexley Ave,Polish,SME,3.77,1113,never in CRM,
5554174543,desk,False,Violet Wine Bar,(555) 417-4543,Windrow,3248 S Mallow Ave,Korean,SME,4.5,1110,never in CRM,https://www.violetwinebar.example
5554530531,call,False,Alder Alehouse,(555) 453-0531,Cedar Cross,2582 S Mallow Rd,French,SME,4.75,1107,open deal,
5553538769,desk,False,Quill Tavern,(555) 353-8769,Greenhithe,5769 N Rivermead Ave,Ethiopian,SME,4.1,1104,never in CRM,https://www.quilltavern.example
5556160581,call,False,Foxtail Bistro,(555) 616-0581,Alder Heights,2940 S Fennimore Ave,Polish,SME,4.2,1092,never in CRM,
5552538966,desk,False,Fernwood Grill,(555) 253-8966,Templeton,4290 E Mallow Rd,Seafood,SME,4.05,1086,never in CRM,https://www.fernwoodgrill.example
5554104852,visit,False,Jackdaw Chophouse,(555) 410-4852,Miradero,3415 S Bayard Street,Indian,SME,3.5,1082,never in CRM,
5558505155,call,False,Orchard Tavern,(555) 850-5155,Stillwater,1189 S Halloway St,Polish,SME,3.5,1077,never in CRM,
5552956959,desk,False,Larkspur Steakhouse - Fox Hollow,(555) 295-6959,Cedar Cross,"2942 N Fennimore Rd, Verano Bay",Korean,mid-cap,4.7,1076,open deal,https://www.larkspursteakhouse.example
5555229877,desk,False,Blue Heron Taqueria,(555) 522-9877,Calder Park,7813 E Cortez Ave,Peruvian,SME,3.6,1074,never in CRM,https://www.blueherontaqueria.example
5556100672,desk,False,Salt & Vine Room,(555) 610-0672,Corvo Heights,4754 N Mallow Rd,Thai,mid-cap,4.3,1072,open deal,https://www.saltvineroom.example
5555155154,desk,False,Nettle Wine Bar,(555) 515-5154,Bramble Row,1605 S Cortez Rd,Polish,SME,4.2,1067,never in CRM,https://www.nettlewinebar.example
5555603425,desk,False,Ironwood Dining Room,(555) 560-3425,Palisade Park,446 S Bayard Blvd,Barbecue,SME,3.6,1067,never in CRM,https://www.ironwooddiningroom.example
5555361955,desk,False,Persimmon Kitchen - Kingsway,(555) 536-1955,Windrow,6054 West Calder Blvd,Indian,mid-cap,4.6,1064,never in CRM,https://www.persimmonkitchen.example
5551615414,desk,True,Sable Trattoria,(555) 161-5414,Miradero,1474 W Fennimore Ave,Peruvian,mid-cap,4.0,1064,never in CRM,https://www.sabletrattoria.example
5554120168,desk,True,Violet Bistro Verano Bay,(555) 412-0168,Marisol,1345 West Mallow Street,Korean,SME,4.23,1060,never in CRM,https://www.violetbistro.example
5552009865,desk,False,Tallgrass Cantina,(555) 200-9865,Fox Hollow,7598 E Rivermead Blvd,Greek,SME,3.3,1058,never in CRM,https://www.tallgrasscantina.example
5553740498,desk,False,Hearth Grill,(555) 374-0498,Templeton,2620 E Serra Blvd,Mexican,mid-cap,3.9,1055,never in CRM,https://www.hearthgrill.example
5552111847,desk,False,The Ember Chophouse,(555) 211-1847,Bramble Row,"108 N Ashfield Rd, Verano Bay",Steakhouse,SME,4.63,1053,never in CRM,https://www.emberchophouse.example
5553424888,desk,False,Wren House,(555) 342-4888,Greenhithe,1069 S Fennimore Ave,Mexican,SME,4.25,1042,open deal,https://www.wrenhouse.example
5552912428,desk,False,Inkwell Taqueria Restaurant,(555) 291-2428,Stillwater,4298 South Mallow Street,Mexican,SME,3.7,1036,never in CRM,https://www.inkwelltaqueria.example
5551391534,desk,False,Bluebird Tavern,(555) 139-1534,Miradero,377 S Wexley Ave,Mediterranean,SME,4.77,1031,never in CRM,https://www.bluebirdtavern.example
5559806648,desk,False,Tin Roof Steakhouse - Ashgrove,(555) 980-6648,Templeton,"924 S Wexley Rd, Verano Bay",Japanese,SME,4.3,1030,open deal,https://www.tinroofsteakhouse.example
5557055210,desk,True,Thicket Brasserie,(555) 705-5210,Ferrymead,1920 S Prospect St,Polish,SME,3.8,1029,never in CRM,https://www.thicketbrasserie.example
5556935950,desk,False,Palisade Osteria,(555) 693-5950,Bramble Row,"3818 N Vance Blvd, Verano Bay",French,SME,4.12,1028,never in CRM,https://www.palisadeosteria.example
5558087476,call,False,asdfasdf,(555) 808-7476,Fox Hollow,7781 S Vance St,Spanish,SME,3.9,1025,never in CRM,
5551302662,desk,True,Cardinal Tavern,(555) 130-2662,Ashgrove,5361 E Serra Blvd,French,SME,4.0,1023,never in CRM,https://www.cardinaltavern.example
5556715367,call,False,Anchor Trattoria Restaurant,(555) 671-5367,Old Mill,7010 S Halloway Boulevard,Seafood,SME,3.3,1023,never in CRM,
5555012100,desk,False,Cobalt Room,(555) 501-2100,Bayview Flats,2443 N Rivermead Ave,Korean,SME,3.8,1021,open deal,https://www.cobaltroom.example
5555057536,desk,False,Wildwood Room,(555) 505-7536,Rivera District,5273 W Fennimore Ave,Mediterranean,mid-cap,4.2,1019,open deal,https://www.wildwoodroom.example
5554690835,call,False,BASIL & BONE ALEHOUSE,(555) 469-0835,Alder Heights,5433 W Fennimore St,Greek,SME,3.53,1015,never in CRM,
5554270852,desk,False,The Pike House,(555) 427-0852,Windrow,5046 East Cortez Boulevard,Thai,SME,4.0,1011,open deal,https://www.pikehouse.example
5551994567,call,False,Pike Brasserie,(555) 199-4567,Bayview Flats,7360 E Lindmere St,Steakhouse,SME,3.4,1009,never in CRM,
5559209768,desk,False,Amber Brasserie - Fox Hollow,(555) 920-9768,Rivera District,4907 North Serra Boulevard,Polish,SME,3.85,1001,never in CRM,https://www.amberbrasserie.example
5559160952,desk,False,Magpie Taqueria,(555) 916-0952,Bramble Row,5941 W Mallow St,Thai,SME,3.9,1001,never in CRM,https://www.magpietaqueria.example
5553971523,call,False,Bluebird Cantina,(555) 397-1523,Stillwater,7885 East Mallow Street,Spanish,SME,4.2,998,never in CRM,
5556225885,call,True,Fernwood Trattoria Restaurant,(555) 622-5885,Quarry End,665 N Wexley Street,Contemporary,SME,4.1,996,open deal,
5554959793,desk,False,Magpie Brasserie,(555) 495-9793,Greenhithe,3301 E Wexley Avenue,French,large,3.95,993,open deal,https://www.magpiebrasserie.example
5558361669,call,False,REDBIRD ROOM,(555) 836-1669,Marisol,1889 South Fennimore Avenue,Spanish,SME,4.5,992,never in CRM,
5558256671,desk,True,Ember Alehouse,(555) 825-6671,Sunfield,499 N Bayard Rd,Thai,SME,4.9,991,never in CRM,https://www.emberalehouse.example
5553204738,desk,False,Stonecutter Dining Room,(555) 320-4738,Templeton,1261 W Cortez Blvd,Greek,SME,3.5,991,never in CRM,https://www.stonecutterdiningroom.example
5553506971,desk,True,Stonecutter Cantina,(555) 350-6971,Ashgrove,3439 S Tarrow Rd,Indian,SME,3.8,986,open deal,https://www.stonecuttercantina.example
5559542592,desk,False,Oxbow Dining Room,(555) 954-2592,Fox Hollow,2448 E Fennimore St,Thai,SME,3.8,986,open deal,https://www.oxbowdiningroom.example
5552243344,desk,False,Plumb House,(555) 224-3344,Old Mill,7086 E Serra Rd,Ethiopian,mid-cap,3.9,971,open deal,https://www.plumbhouse.example
5558781659,desk,False,JACKDAW GRILL,(555) 878-1659,Templeton,2420 E Tarrow Boulevard,Spanish,SME,4.75,970,open deal,https://www.jackdawgrill.example
5556679857,desk,False,The Foxglove Oyster Bar,(555) 667-9857,Miradero,5968 East Vance Boulevard,Seafood,SME,4.63,970,never in CRM,https://www.foxgloveoysterbar.example
5555775501,desk,False,Northbank Taqueria,(555) 577-5501,Corvo Heights,1328 N Quinton St,Vietnamese,SME,3.65,963,never in CRM,https://www.northbanktaqueria.example
5553309758,call,True,Anchor Room,(555) 330-9758,Greenhithe,274 N Halloway St,Seafood,SME,4.7,962,never in CRM,
