call_id,call_date,caller_type,agent_name,restaurant_name,phone,outcome,pos_captured,poc_name,poc_role,availability_window,poc_email
C001360,2026-07-20,human,Fatima,Bramble Brasserie Restaurant,555-150-6162,Not reached,,,,,
C001678,2026-07-09,ai,dialler-03,Foxtail Table,555.851.0642,No Answer,,,,,
C000116,2026-06-19,human,Sana,Pike Chophouse,5553892581,Callback,,,,,
C001301,2026-07-14,ai,dialler-03,The Jackdaw Bistro,5559959984,No Answer,,,,,
C000185,2026-07-01,human,Fatima,Larkspur Bistro Verano Bay,(555) 201-6940,Data capture incomplete,,,,,
C000370,2026-07-08,human,Hiba,Fernwood Room,+1 555 404 3277,No Answer,,,,,
C000915,2026-06-25,ai,dialler-01,Driftwood Room,555-510-9089,No Answer,,,,,
C001387,2026-07-24,ai,dialler-01,Cardinal Smokehouse,+15553764216,No Answer,,,,,
C001681,2026-06-18,ai,dialler-01,Anchor Coffee 1 - Ashgrove,5553893556,Callback,,,,,
C001136,2026-07-21,human,Sana,Sorrel To Go,555.501.3751,No Answer,,,,,
C000230,2026-06-12,ai,dialler-01,Nine Bridges Dining Room - Rivera District,555.772.5087,No Answer,,,,,
C001649,2026-07-26,ai,dialler-01,Golden Hour Chophouse,(555) 837-6695,POS Validated,ironclad,Priya Torres,Operations Manager,,priya.torres@goldenhourchophous.example
C000186,2026-06-30,human,Fatima,Nine Bridges Bakery,5551424665,Callback,,,,,
C001144,2026-07-04,human,Fatima,Heron Steakhouse,(555) 842-9338,No Answer,,,,,
C001310,2026-07-30,human,Hiba,Sorrel Kiosk,555-526-4040,Data capture incomplete,,,,,
C000106,2026-07-17,ai,dialler-01,Oxbow Table,+15559255921,Gatekeeper,,,,,
C000054,2026-07-28,human,Layla,Lantern Steakhouse - Fox Hollow,(555) 379-9112,POS Validated,NorthStar,Angela Torres,Owner,Before 11am,angela.torres@lanternsteakhouse.example
C001462,2026-07-06,human,Fatima,Rambler Express,(555) 905-4856,Gatekeeper,,,,,
C001859,2026-06-26,human,Hiba,Zephyr Kiosk,(555) 125-0894,Data capture incomplete,,,,,
C000063,2026-06-25,ai,dialler-03,Hearth Food Truck,+15552090782,Callback,,,,,
C001291,2026-07-11,human,Sana,Heron Wine Bar - Palisade Park,+15558142169,No Answer,,,,,
C001775,2026-06-15,ai,dialler-01,STONECUTTER CANTINA,+1 555 350 6971,No Answer,,,,,
C000182,2026-07-15,ai,dialler-02,SABLE TAQUERIA,+15551052939,Callback,,,,,
C001635,2026-07-20,human,Layla,Umber Trattoria - Alder Heights,555.769.9100,POS Validated,Fernpost,,,,
C000911,2026-06-17,ai,dialler-01,Bluebird Wine Bar,+15559018245,POS Validated,vellum pos,,,,
C001159,2026-07-11,ai,dialler-02,Fallowfield Table,(555) 296-2646,POS Validated,Ironclad,,,,
C001420,2026-06-28,ai,dialler-03,Rambler Chophouse,+15551020241,Callback,,,,,
C001062,2026-07-28,ai,dialler-02,The Cobalt Bakery,+1 555 515 1007,Not reached,,,,,
C001000,2026-06-19,human,Hiba,Gallow Deli,(555) 723-6254,No Answer,,,,,
C000493,2026-06-29,ai,dialler-03,IRONWOOD TABLE,555-362-4886,No Answer,,,,,
C000709,2026-07-22,ai,dialler-02,Pike Bakery 1,555.597.8410,POS Validated,Orbit Systems,James Vasquez,GM,,james.vasquez@pikebakery1.example
C000172,2026-06-23,ai,dialler-01,Plumb House,+15552243344,No Answer,,,,,
C000725,2026-06-19,human,Hiba,Basil & Bone Steakhouse Verano Bay,555.411.2176,Data capture incomplete,,Hassan Kim,,,
C001313,2026-06-13,ai,dialler-02,Vesper Donuts,5556756077,Callback,,,,,
C001052,2026-06-20,ai,dialler-03,Bluebird House,555.150.9784,Data capture incomplete,,,,,
C001815,2026-07-15,human,Hiba,Fallowfield Steakhouse,5553346929,No Answer,,,,,
C000528,2026-06-18,ai,dialler-02,Juniper Smoothie,555-178-7069,No Answer,,,,,
C000338,2026-07-26,human,Zara,Harrow Grill,555-950-0363,Callback,,,,,
C001806,2026-06-15,human,Layla,Magpie Supper Club,5554297633,No Answer,,,,,
C001869,2026-07-11,ai,dialler-02,Jackdaw Oyster Bar,5554626327,No Answer,,,,,
C000665,2026-07-07,human,Sana,Oxbow Taqueria - Marisol,+1 555 419 1309,POS Validated,Vellum,,,,
C000916,2026-06-21,ai,dialler-03,Kettle Brasserie,5559858445,Data capture incomplete,,,,,
C000655,2026-06-29,ai,dialler-03,Kingfisher Cantina,555-546-7651,Callback,,,,,
C001373,2026-06-15,human,Fatima,Zephyr Dining Room - Palisade Park,(555) 367-8226,POS Validated,Ironclad POS,Rachel Vasquez,Owner,,
C000033,2026-06-15,ai,dialler-01,Rambler Taqueria,555-895-9826,Not reached,,,,,
C001015,2026-07-03,ai,dialler-03,Warbler House,+15552159729,No Answer,,,,,
C001629,2026-07-21,human,Hiba,Lantern Kiosk,555.704.7064,Not reached,,,,,
C000912,2026-07-09,human,Sana,Northbank House,555.821.4370,No Answer,,,,,
C001655,2026-07-26,ai,dialler-03,Palisade Cafe,555-483-8171,Callback,,,,,
C000639,2026-06-22,ai,dialler-01,The Rambler Boba,+1 555 441 2099,POS Validated,Cadence POS,,,,
C000586,2026-08-02,human,Hiba,Foxglove Tavern,+1 555 601 9822,No Answer,,,,,
C000356,2026-06-29,ai,dialler-02,Sparrow Juice Bar,(555) 732-4126,Callback,,,,,
C000552,2026-06-11,ai,dialler-02,Kettle Table,555.399.3643,Not reached,,,,,
C000275,2026-06-28,ai,dialler-02,Quarry Juice Bar,+15552100527,Data capture incomplete,,,,,
C000878,2026-06-16,human,Sana,Zephyr Brasserie,555.748.2588,Not reached,,,,,
C001148,2026-07-05,human,Sana,Bramble Tavern,(555) 591-5013,Data capture incomplete,,,,,
C000082,2026-08-01,ai,dialler-03,Fernwood Smokehouse - Old Mill,5557987288,Gatekeeper,,,,,
C000352,2026-06-17,ai,dialler-01,Oxbow Alehouse,+15555787066,Data capture incomplete,,Ana Garcia,,,
C001467,2026-06-15,human,Fatima,Inkwell Cafe - Sablewood,555.428.6015,Not reached,,,,,
C000898,2026-07-25,human,Layla,YARROW COUNTER 1,555.834.7432,POS Validated,ironcladpos,Carlos Kim,Co-Owner,Tue/Thu mornings,
C000112,2026-06-26,ai,dialler-02,Northbank Table,555-339-0537,Data capture incomplete,,,,,
C001323,2026-07-20,human,Fatima,The Tallgrass Oyster Bar,555.331.0203,Gatekeeper,,,,,
C001517,2026-07-15,ai,dialler-03,Foxglove Grill,555-526-2331,Callback,,,,,
C000105,2026-06-21,human,Zara,Cobalt Tavern,+15558979124,POS Validated,VELLUM,Sofia Singh,Owner,,
C001746,2026-07-14,ai,dialler-01,Lantern Wine Bar,555.773.6190,POS Validated,ironclad,Linda Silva,Owner,After 9pm,
C000710,2026-06-17,ai,dialler-02,Gallow Tavern,+15556795590,POS Validated,vellum pos,,,,
C001748,2026-07-13,ai,dialler-01,The Rosewater Wine Bar,(555) 105-0328,No Answer,,,,,
C000558,2026-07-07,human,Zara,Dovetail Tavern,5555003511,Not reached,,,,,
C001128,2026-08-02,ai,dialler-02,Ironwood Sandwich Shop,+1 555 368 1296,Callback,,,,,
C001821,2026-08-02,ai,dialler-01,Harrow Tavern Verano Bay,555.938.6109,No Answer,,,,,
C000411,2026-06-18,ai,dialler-01,Jackdaw Room - Quarry End,(555) 321-1747,POS Validated,Ironclad POS,,,,
C000932,2026-07-16,ai,dialler-01,Salt & Vine Wine Bar,5557317493,No Answer,,,,,
C001576,2026-07-01,ai,dialler-02,Motherland Oyster Bar,555.285.0661,Callback,,,,,
C001359,2026-06-27,ai,dialler-03,Copper Chophouse,555.724.4994,Data capture incomplete,,Robert Silva,,,
C000629,2026-07-22,ai,dialler-02,Tidewater Deli,555-737-4233,No Answer,,,,,
C000855,2026-07-31,ai,dialler-03,Cardinal Coffee - Harbor Point,555.378.0764,No Answer,,,,,
C001439,2026-07-15,ai,dialler-03,Kinship Creamery 1,+1 555 154 3872,Not reached,,,,,
C000660,2026-06-27,ai,dialler-01,Quarry Grill,+15555663377,POS Validated,NorthStar,Victor Schmidt,Owner,After 9pm,victor.schmidt@quarrygrill.example
C000428,2026-06-09,ai,dialler-01,Nightjar Grill,+15558540243,Data capture incomplete,,,,,
C000099,2026-06-12,ai,dialler-01,Bluebird Alehouse,+1 555 729 4285,Gatekeeper,,,,,
C000223,2026-07-02,ai,dialler-02,BLUEBIRD KIOSK,555-599-4317,POS Validated,Ironclad POS,,,,
C000985,2026-07-02,human,Sana,Dovetail Room,5558964603,Callback,,,,,
C001020,2026-06-21,ai,dialler-02,Motherland Bistro,+1 555 147 3588,No Answer,,,,,
C000104,2026-06-20,ai,dialler-03,Cobalt Tavern,+15558979124,No Answer,,,,,
C000080,2026-06-25,ai,dialler-03,Basil & Bone House,5559183068,POS Validated,IRONCLAD,,,,
C000871,2026-06-13,ai,dialler-01,Thistle Chophouse,5551781499,Data capture incomplete,,Sean Le,,,
C000992,2026-07-10,human,Sana,Sorrel Grill,(555) 968-9127,POS Validated,ironclad,Peter Williams,GM,Weekends only,
C001583,2026-07-26,human,Zara,Stonecutter Dining Room,555-320-4738,No Answer,,,,,
C000603,2026-06-13,ai,dialler-02,Persimmon Table,5557276182,POS Validated,ironcladpos,,,,
C000832,2026-06-15,ai,dialler-01,Pike Steakhouse,+15554111874,Gatekeeper,,,,,
C001717,2026-06-26,human,Hiba,Stonecutter Table,5552798053,POS Validated,ironcladpos,Kevin Miller,General Manager,Before 11am,
C000805,2026-07-17,human,Zara,Ironwood Tavern,555-224-6752,Callback,,,,,
C000253,2026-07-10,ai,dialler-02,BASIL & BONE TO GO,555.206.6682,POS Validated,Cadence,,,,
C000459,2026-07-17,human,Zara,Juniper Smokehouse,555.466.9682,POS Validated,meridian cloud,,,,
C001417,2026-06-25,human,Fatima,Pike Tavern,+15558373594,POS Validated,vellum pos,George Brown,Operations Manager,,
C000123,2026-07-19,ai,dialler-01,Yarrow Grill,5554139572,No Answer,,,,,
C001630,2026-07-05,human,Zara,Lantern Kiosk,+1 555 704 7064,Data capture incomplete,,Maria Brown,,,
C001591,2026-07-03,human,Hiba,Golden Hour Steakhouse - Alder Heights,(555) 298-7200,Callback,,,,,
C000184,2026-07-21,ai,dialler-03,Larkspur Bistro,(555) 201-6940,Data capture incomplete,,Angela Kim,,,
C000876,2026-07-01,human,Hiba,Kingfisher Tavern - Marisol,555-115-2219,Callback,,,,,
C000061,2026-07-21,human,Layla,Plumb Oyster Bar,555.663.7630,Callback,,,,,
C001558,2026-06-15,human,Zara,Little Bear Smokehouse,(555) 520-6758,No Answer,,,,,
C000748,2026-06-22,human,Layla,The Halcyon Osteria,+1 555 128 0232,Not reached,,,,,
C000011,2026-07-11,human,Hiba,Saffron Express,(555) 412-1542,Gatekeeper,,,,,
C001453,2026-07-24,human,Layla,The Kingfisher Trattoria,(555) 203-1076,No Answer,,,,,
C000784,2026-07-02,ai,dialler-03,Nine Bridges Tavern,(555) 492-4989,Not reached,,,,,
C000917,2026-07-18,ai,dialler-01,Kingfisher Dining Room,5553325989,POS Validated,Meridian Cloud,Tony Garcia,Operations Manager,,
C000486,2026-06-21,ai,dialler-01,Vesper Dining Room,+15554385425,POS Validated,Ironclad POS,,,,
C001637,2026-06-24,ai,dialler-03,Foxglove Smokehouse,(555) 282-3650,No Answer,,,,,
C000723,2026-06-18,human,Sana,Inkwell Trattoria,+1 555 339 6156,Callback,,,,,
C001691,2026-06-30,ai,dialler-02,Rookery Oyster Bar,+15557826119,No Answer,,,,,
C001718,2026-07-20,ai,dialler-02,Rookery Steakhouse,5556703844,POS Validated,Orbit,,,,
C001023,2026-07-15,human,Fatima,Thicket Steakhouse,5555541251,Callback,,,,,
C000910,2026-06-21,ai,dialler-03,Kingfisher Smokehouse,5553657813,Data capture incomplete,,,,,
C000996,2026-07-02,human,Zara,Motherland Dining Room,5552946802,No Answer,,,,,
C001447,2026-07-09,ai,dialler-03,Roan Boba,(555) 725-9463,Not reached,,,,,
C000873,2026-07-24,ai,dialler-03,Thistle Chophouse,5551781499,POS Validated,Cadence Mini,,,,
C001125,2026-06-28,ai,dialler-03,Mercado Table,5553572531,Not reached,,,,,
C000032,2026-08-02,ai,dialler-01,Plumb Steakhouse,555.952.2596,Callback,,,,,
C000426,2026-06-18,human,Sana,Kettle Cafe,+15551174161,No Answer,,,,,
C001347,2026-07-19,human,Fatima,Kinship Kiosk,555.772.8210,No Answer,,,,,
C001851,2026-07-26,ai,dialler-02,Yarrow Table - Calder Park,555.180.4773,POS Validated,IRONCLAD,,,,
C000698,2026-07-08,human,Layla,Golden Hour Smokehouse,5552857292,Not reached,,,,,
C000198,2026-07-24,human,Zara,Amber Trattoria,555-396-3860,POS Validated,Cadence POS,Michael Schmidt,Operations Manager,,
C001134,2026-06-29,ai,dialler-01,Persimmon House,+1 555 411 4412,Data capture incomplete,,,,,
C001728,2026-06-15,human,Sana,The Motherland Alehouse,+1 555 712 2835,Not reached,,,,,
C001082,2026-06-11,human,Layla,Yarrow Food Truck,5552918643,Not reached,,,,,
C001845,2026-07-31,ai,dialler-02,The Olive & Ash House,+1 555 267 3680,Callback,,,,,
C000542,2026-07-22,ai,dialler-02,ZEPHYR KITCHEN,+15556929482,Callback,,,,,
C000983,2026-07-11,human,Hiba,Dovetail Room,(555) 896-4603,Callback,,,,,
C000828,2026-06-19,ai,dialler-01,Redbird Tavern - Templeton,555-104-0852,POS Validated,Saltbox,,,,
C000451,2026-07-16,human,Hiba,Marigold Alehouse,+1 555 841 5898,No Answer,,,,,
C000040,2026-06-26,human,Zara,Ember Dining Room,(555) 383-0788,No Answer,,,,,
C001523,2026-06-16,human,Sana,Loam Oyster Bar,+15559752218,Callback,,,,,
C001660,2026-07-08,human,Sana,Dovetail Oyster Bar,+15551287262,Not reached,,,,,
C000304,2026-08-02,human,Sana,The Yarrow Cafe,+1 555 278 9922,No Answer,,,,,
C000227,2026-06-22,ai,dialler-03,Quarry Creamery 1,+1 555 618 4435,No Answer,,,,,
C001740,2026-07-03,ai,dialler-02,Understory Osteria,+15557624487,POS Validated,Tessera Express,,,,
C000523,2026-07-09,human,Zara,Prairie Bistro Verano Bay,555.389.2910,Callback,,,,,
C001743,2026-07-24,ai,dialler-02,Lantern Wine Bar,(555) 773-6190,No Answer,,,,,
C001665,2026-07-01,ai,dialler-03,Salt & Vine Taqueria,5556448081,Gatekeeper,,,,,
C000997,2026-06-22,human,Fatima,Cardinal Coffee 1 Restaurant,5551602739,POS Validated,IRONCLAD,Angela Miller,Owner,,
C001638,2026-07-09,ai,dialler-01,Magpie Express Restaurant,+1 555 857 0402,Gatekeeper,,,,,
C001761,2026-06-26,human,Layla,Plumb Smokehouse,(555) 679-4118,Callback,,,,,
C001151,2026-07-30,human,Fatima,Cardinal Kitchen,5554803326,Not reached,,,,,
C000095,2026-06-22,ai,dialler-01,Stonecutter To Go,+1 555 355 4732,No Answer,,,,,
C001488,2026-06-19,ai,dialler-01,Blue Heron Smokehouse,555.607.2815,POS Validated,ironcladpos,,,,
C001001,2026-06-12,human,Sana,Violet Alehouse,555.486.6815,Data capture incomplete,,,,,
C000420,2026-07-26,ai,dialler-02,Kettle Grill - Alder Heights,(555) 331-4451,No Answer,,,,,
C000290,2026-06-14,human,Zara,Nettle Bakery,+15558759344,No Answer,,,,,
C000623,2026-07-17,ai,dialler-03,Juniper Kitchen,+15553187327,Data capture incomplete,,,,,
C001208,2026-07-01,ai,dialler-01,Oxbow Bakery,555.995.2330,Gatekeeper,,,,,
C000241,2026-07-04,human,Zara,Sixpence Alehouse,5556116531,Callback,,,,,
C000775,2026-07-18,human,Zara,COPPER ROOM,+1 555 850 5021,No Answer,,,,,
C000331,2026-06-11,human,Zara,Kinship Cantina,5556716132,Callback,,,,,
C000695,2026-07-29,ai,dialler-03,Jackdaw Alehouse Restaurant,555-940-7431,No Answer,,,,,
C001364,2026-07-25,ai,dialler-02,JACKDAW TAVERN,(555) 281-5028,No Answer,,,,,
C000588,2026-07-24,human,Layla,Ember Tavern,555.336.0578,No Answer,,,,,
C000004,2026-07-18,ai,dialler-01,Rambler House,5556346422,Data capture incomplete,,,,,
C001814,2026-06-25,ai,dialler-01,Prairie Trattoria,+1 555 448 7331,Not reached,,,,,
C001004,2026-06-14,human,Fatima,Prairie To Go - Calder Park,(555) 714-3959,Not reached,,,,,
C000755,2026-07-01,human,Sana,Wren Boba,+15556280282,Callback,,,,,
C000034,2026-07-16,human,Fatima,Rambler Taqueria Verano Bay,+15558959826,Callback,,,,,
C001431,2026-07-04,ai,dialler-01,Nine Bridges Wine Bar,555.104.4446,Not reached,,,,,
C000531,2026-06-25,human,Hiba,Cardinal Room,5552787034,Not reached,,,,,
C001677,2026-06-13,ai,dialler-02,Bellwether Coffee,+1 555 963 2517,No Answer,,,,,
C001647,2026-06-12,ai,dialler-03,Golden Hour Chophouse Restaurant,555-837-6695,Gatekeeper,,,,,
C000540,2026-07-29,human,Fatima,Zephyr Kitchen Verano Bay,+1 555 692 9482,Callback,,,,,
C000974,2026-06-23,human,Sana,Violet Bistro,555-412-0168,Callback,,,,,
C001855,2026-07-14,ai,dialler-02,Magpie Bistro,555.633.6528,Gatekeeper,,,,,
C001146,2026-07-11,ai,dialler-03,Bramble Tavern,+15555915013,Data capture incomplete,,Frank Williams,,,
C001168,2026-06-19,ai,dialler-03,Sixpence Cantina,+1 555 988 2462,Gatekeeper,,,,,
C001724,2026-07-31,ai,dialler-01,Golden Hour Juice Bar - Quarry End,555-481-0446,Data capture incomplete,,,,,
C001690,2026-08-01,human,Sana,ROOKERY OYSTER BAR,555-782-6119,Callback,,,,,
C001619,2026-07-24,ai,dialler-03,Kingfisher Counter,5556685898,POS Validated,cadence,Hassan Patel,Owner,Before 11am,hassan.patel@kingfishercounter.example
C000382,2026-06-25,ai,dialler-01,Umber Supper Club,(555) 572-0830,No Answer,,,,,
C000012,2026-07-04,human,Zara,SAFFRON EXPRESS,555.412.1542,Not reached,,,,,
C001496,2026-06-30,ai,dialler-01,Verde Alehouse - Corvo Heights,555.467.0016,Data capture incomplete,,,,,
C001041,2026-07-18,human,Hiba,Orchard Kitchen,555.841.4766,No Answer,,,,,
C000174,2026-06-10,human,Zara,Saffron Cantina,(555) 654-4187,Not reached,,,,,
C000555,2026-07-28,human,Fatima,Vesper Osteria,+1 555 181 2316,No Answer,,,,,
C001201,2026-07-08,human,Sana,Umber Taqueria,555-673-5625,POS Validated,vellum,,,,
C000399,2026-07-04,human,Layla,Violet Chophouse,(555) 790-1402,No Answer,,,,,
C001445,2026-06-26,ai,dialler-01,Foxglove Trattoria,+1 555 817 9631,No Answer,,,,,
C001369,2026-06-15,ai,dialler-01,Nettle Steakhouse,+1 555 916 7459,Data capture incomplete,,Maria Kowalski,,,
C001628,2026-07-11,ai,dialler-02,The Kinship Smoothie,(555) 420-9875,Not reached,,,,,
C000816,2026-07-12,human,Hiba,Larkspur Donuts,+1 555 147 3921,Gatekeeper,,,,,
C000030,2026-06-27,ai,dialler-03,Inkwell Sandwich Shop,555.168.6049,Not reached,,,,,
C000524,2026-06-18,ai,dialler-02,Prairie Bistro,+15553892910,POS Validated,Vellum POS,David Schmidt,Owner,,
C001790,2026-07-24,ai,dialler-03,Tallgrass Kitchen,(555) 461-1580,Gatekeeper,,,,,
C000724,2026-07-18,ai,dialler-02,Basil & Bone Steakhouse,+15554112176,No Answer,,,,,
C001243,2026-07-01,human,Layla,Golden Hour Osteria,+15554352649,POS Validated,Northstar,,,,
C001741,2026-07-09,ai,dialler-01,Understory Osteria - Old Mill,555-762-4487,No Answer,,,,,
C000144,2026-07-06,human,Hiba,Marrow Cantina,(555) 550-7258,No Answer,,,,,
C001709,2026-07-27,ai,dialler-02,Amber Cafe Restaurant,555.653.7967,No Answer,,,,,
C000532,2026-06-26,human,Sana,Oxbow Smoothie,5556836554,No Answer,,,,,
C000583,2026-07-29,human,Layla,Rambler Smokehouse,+1 555 562 6325,POS Validated,cadence,Tony Haddad,Co-Owner,,
C001415,2026-06-16,ai,dialler-02,Kettle Boba 1 - Marisol,555.941.8124,No Answer,,,,,
C000107,2026-06-27,ai,dialler-02,The Oxbow Table,555.925.5921,No Answer,,,,,
C001735,2026-06-28,ai,dialler-01,Palisade Trattoria - Bramble Row,555.713.2210,Callback,,,,,
C001712,2026-07-20,ai,dialler-03,AMBER CAFE,5556537967,Callback,,,,,
C000013,2026-06-09,ai,dialler-03,The Olive & Ash Osteria,+1 555 255 1171,POS Validated,ironclad,,,,
C000131,2026-06-17,ai,dialler-02,Marigold To Go Verano Bay,(555) 375-9845,POS Validated,Cadence Mini,,,,
C001394,2026-07-12,human,Layla,Bellwether Smokehouse - Palisade Park,+1 555 753 8435,Not reached,,,,,
C001005,2026-06-27,ai,dialler-02,Plumb Donuts,+1 555 874 7333,Data capture incomplete,,,,,
C001812,2026-06-10,ai,dialler-02,Fallowfield Kitchen,+1 555 874 1796,No Answer,,,,,
C001508,2026-06-16,human,Sana,Bluebird Trattoria,555.115.7167,POS Validated,Cadence POS,Frank Brown,Operations Manager,Weekdays after 3pm,
C000560,2026-07-08,ai,dialler-01,Foxglove Steakhouse,555-347-1083,Gatekeeper,,,,,
C001078,2026-06-09,ai,dialler-01,The Redbird Deli,555.536.8094,Data capture incomplete,,,,,
C001875,2026-06-23,human,Layla,Verde Osteria,555.627.1295,POS Validated,Northstar POS,Priya Murphy,Co-Owner,,priya.murphy@verdeosteria.example
C001863,2026-06-12,ai,dialler-03,Thistle Donuts,5556708701,No Answer,,,,,
C001483,2026-07-28,human,Zara,Vesper Cantina,(555) 936-5456,Callback,,,,,
C000683,2026-06-13,human,Sana,Basil & Bone Taqueria,+15557138013,Data capture incomplete,,,,,
C000194,2026-07-25,ai,dialler-02,Fernwood Trattoria,+15556225885,No Answer,,,,,
C000236,2026-06-14,ai,dialler-03,Larkspur Deli Restaurant,+1 555 862 2944,Not reached,,,,,
C001734,2026-06-17,human,Sana,Bellwether Chophouse,+1 555 728 3254,Callback,,,,,
C000779,2026-06-16,human,Hiba,Olive and Ash Deli,555-835-1691,No Answer,,,,,
C001847,2026-07-02,ai,dialler-02,Vesper Room Verano Bay,+1 555 258 5146,Data capture incomplete,,,,,
C001108,2026-06-20,ai,dialler-03,Magpie Chophouse,555-173-3454,Callback,,,,,
C000545,2026-06-25,ai,dialler-02,Kingfisher Chophouse,555-616-8334,Data capture incomplete,,,,,
C000818,2026-06-30,ai,dialler-02,Hearth Table,+15554597720,Data capture incomplete,,Paul Haddad,,,
C001648,2026-07-27,human,Zara,Golden Hour Chophouse,5558376695,Not reached,,,,,
C001835,2026-07-24,ai,dialler-01,Understory Taqueria,+1 555 913 2558,No Answer,,,,,
C000497,2026-06-15,human,Hiba,Wildwood Oyster Bar - Calder Park,(555) 614-6703,POS Validated,Cadence Mini,,,,
C000894,2026-06-29,human,Layla,Driftwood Supper Club,+1 555 973 9616,Not reached,,,,,
C001564,2026-06-22,ai,dialler-03,The Thicket Kiosk 1,+15555906658,POS Validated,quillpay pos,,,,
C001381,2026-07-21,ai,dialler-03,Northbank Grill - Sunfield,(555) 744-5746,No Answer,,,,,
C001727,2026-06-13,ai,dialler-01,MOTHERLAND ALEHOUSE,(555) 712-2835,Callback,,,,,
C000938,2026-06-09,human,Zara,Nightjar Smoothie 1,(555) 476-4333,Callback,,,,,
C000220,2026-07-30,ai,dialler-02,Umber Kitchen,555.449.8678,Data capture incomplete,,,,,
C001802,2026-07-20,human,Sana,Thistle Kiosk,555-314-9176,Gatekeeper,,,,,
C000297,2026-06-23,human,Layla,Vesper Juice Bar,555-491-3725,POS Validated,Vellum,Katherine Silva,General Manager,,
C001324,2026-07-01,human,Sana,Tallgrass Oyster Bar,5553310203,POS Validated,vellum,Deborah Miller,Operations Manager,Before 11am,
C001540,2026-08-01,human,Zara,Juniper Room,(555) 901-4274,POS Validated,northstar,Nadia Patel,Owner,,
C000508,2026-07-25,human,Fatima,Wren Cantina,5555136215,POS Validated,Northstar Restaurant,Paul Singh,Owner,,
C000781,2026-07-13,ai,dialler-03,Cobalt House,+15553360489,Data capture incomplete,,,,,
C000945,2026-06-21,human,Layla,Saffron Boba Verano Bay,+1 555 647 5428,POS Validated,Northstar Restaurant,Monica Vasquez,Operations Manager,,
C001113,2026-06-17,ai,dialler-02,Warbler Osteria Verano Bay,555.523.7636,Callback,,,,,
C000043,2026-06-14,human,Zara,Motherland Sandwich Shop,+1 555 109 3971,POS Validated,IRONCLAD,Carlos Martinez,Owner,After 9pm,
C000505,2026-07-06,ai,dialler-02,Pike Juice Bar,5553009825,No Answer,,,,,
C000484,2026-06-22,human,Sana,Halcyon Table,555-531-3455,No Answer,,,,,
C000193,2026-07-13,human,Layla,Fernwood Trattoria,555.622.5885,Callback,,,,,
C000674,2026-06-11,human,Fatima,Magpie Steakhouse - Sunfield,5551359326,Data capture incomplete,,,,,
C000533,2026-06-22,ai,dialler-03,Oxbow Smoothie - Windrow,+15556836554,Callback,,,,,
C001316,2026-08-01,ai,dialler-02,Vesper Donuts Verano Bay,5556756077,Callback,,,,,
C001600,2026-06-30,ai,dialler-03,Golden Hour Trattoria - Sablewood,5559256216,Callback,,,,,
C001452,2026-07-31,ai,dialler-02,Stonecutter Grill Verano Bay,555.864.3380,No Answer,,,,,
C001521,2026-06-18,human,Fatima,Loam Oyster Bar,(555) 975-2218,Callback,,,,,
C000782,2026-07-01,human,Zara,Cobalt House,+15553360489,POS Validated,Northstar,James Brown,General Manager,After 9pm,
C000313,2026-08-01,ai,dialler-01,Marrow Steakhouse,+1 555 264 6034,POS Validated,NorthStar,,,,
C000019,2026-07-03,ai,dialler-03,Palisade Oyster Bar,(555) 536-4927,Not reached,,,,,
C000929,2026-07-26,human,Sana,Saffron Kitchen - Fox Hollow,555-998-2953,POS Validated,ORBIT,Grace Reyes,Operations Manager,Tue/Thu mornings,
C001363,2026-06-22,ai,dialler-01,Jackdaw Tavern - Corvo Heights,+1 555 281 5028,Not reached,,,,,
C001465,2026-06-23,ai,dialler-02,The Loam Steakhouse,555-782-7621,Callback,,,,,
C001308,2026-07-04,human,Layla,SORREL KIOSK,555-526-4040,No Answer,,,,,
C000766,2026-07-16,human,Layla,Wren Oyster Bar,555-495-4355,POS Validated,Ironclad,,,,
C001191,2026-06-24,human,Layla,Persimmon Oyster Bar,+1 555 317 0439,Callback,,,,,
C001410,2026-07-23,human,Sana,Warbler Wine Bar,5556146957,Data capture incomplete,,,,,
C001834,2026-07-11,ai,dialler-03,Understory Taqueria,5559132558,POS Validated,ironclad,Deborah Silva,Managing Partner,Weekdays after 3pm,
C000480,2026-07-03,human,Sana,Mercado Wine Bar,(555) 533-2046,Callback,,,,,
C001422,2026-07-19,human,Hiba,Marrow Alehouse,(555) 467-5047,POS Validated,Rivet Pay,Victor Williams,Operations Manager,,
C001407,2026-06-24,ai,dialler-03,Warbler Wine Bar,555.614.6957,Gatekeeper,,,,,
C000630,2026-06-18,human,Sana,Tidewater Deli,+1 555 737 4233,Callback,,,,,
C001299,2026-06-10,ai,dialler-02,Quill To Go,(555) 992-9262,Data capture incomplete,,,,,
C001526,2026-08-01,human,Sana,Marrow Sandwich Shop,555-290-7276,No Answer,,,,,
C001024,2026-06-30,ai,dialler-01,Thicket Steakhouse - Corvo Heights,5555541251,No Answer,,,,,
C000686,2026-06-11,human,Fatima,Thicket Sandwich Shop,+1 555 900 7607,No Answer,,,,,
C000849,2026-07-18,human,Fatima,Warbler Trattoria - Marisol,+1 555 203 6871,Not reached,,,,,
C001112,2026-07-14,ai,dialler-02,Warbler Osteria,555-523-7636,Data capture incomplete,,,,,
C000323,2026-07-01,ai,dialler-02,Prairie Oyster Bar,555-252-8693,Not reached,,,,,
