deal_id,deal_name,deal_stage,deal_owner,amount,create_date,last_activity_date,associated_contact,company_phone,deal_description,pos_from_crm,source,city
D100377,Olive & Ash Cantina,Eligible,Priya Shah,,2026-06-08,2026-06-15,,5552677916,58 locations,,referral,Verano Bay
D100189,Ironwood Cantina,Eligible,Tom Brennan,,2026-02-20,2026-02-25,Deborah Novak,5553453864,"33 locations, wants pricing",,referral,Verano Bay
D100300,Plumb Bistro,Eligible,Marco Ferrari,,2026-05-17,2026-05-23,,(555) 470-6197,"cadence mini, Linda Petrou (General Manager), 14 locations, called twice, gatekeeper",Cadence,referral,Verano Bay
D100059,Tidewater Bistro,Eligible,Tom Brennan,,2026-06-14,2026-06-24,Grace Kim,555-851-4723,,,ai_call,Verano Bay
D100320,Hearth Brasserie Restaurant,Closed Won,Marco Ferrari,,2026-05-09,2026-07-05,,+15551516999,1 location,,human_call,Verano Bay
D100427,Oxbow Supper Club,Walked-in,Tom Brennan,,2026-05-05,2026-06-18,,+1 555 651 7576,"cadence station, David Le (Operations Manager)",cadence flex,ai_call,Verano Bay
D100332,The Sparrow Taqueria,Eligible,Priya Shah,,2026-06-14,2026-06-25,Yolanda Rodriguez,5558521796,"Emily Kowalski (General Manager), 12 locations",,ai_call,Verano Bay
D100066,Quarry Steakhouse,Eligible,Aisha Karim,,2026-06-20,2026-07-02,,(555) 156-0231,"ironclad pos, 9 locations, wants pricing",ironclad,ai_call,Verano Bay
D100192,Anchor Brasserie,Gatekeeper Demo,Daniel Reyes,,2026-02-12,2026-03-27,,555-639-1315,36 locations,,scrape,Verano Bay
D100365,Cobalt Alehouse,Eligible,Tom Brennan,,2026-06-24,2026-07-06,,5555188227,,,walk-in,Verano Bay
D100199,Persimmon Trattoria Verano Bay,Eligible,Priya Shah,,2026-04-03,2026-04-07,Christina Rodriguez,5552047630,"ironclad, 10 locations",,human_call,Verano Bay
D100119,Harrow Supper Club,Eligible,Priya Shah,,2026-05-21,2026-06-01,,5553429091,Hassan Hernandez (Owner),,walk-in,Verano Bay
D100500,Dovetail Cantina Restaurant,Eligible,Marco Ferrari,,2026-03-29,2026-03-29,,(555) 367-2287,cadence,,walk-in,Verano Bay
D100464,Olive & Ash House,Eligible,Aisha Karim,,2026-06-06,2026-06-18,,+15552673680,"Sofia Williams (General Manager), 1 location",,scrape,Verano Bay
D100492,Pike Grill,Eligible,Daniel Reyes,,2026-07-29,2026-07-29,,555.728.9782,meridian cloud,Meridian Cloud,ai_call,Verano Bay
D100145,Kinship Kitchen - Greenhithe,Eligible,Marco Ferrari,,2026-06-24,2026-07-03,,+15551491298,1 location,,human_call,Verano Bay
D100357,Gallow Steakhouse,Walked-in,Aisha Karim,,2026-05-12,2026-07-06,Priya Patel,+1 555 367 1188,"George Miller (GM), 1 location",Salt Box,ai_call,Verano Bay
D100220,The Zephyr Alehouse,Walked-in,Aisha Karim,,2026-02-25,2026-03-15,,5557846767,1 location,,ai_call,Verano Bay
D100174,Salt & Vine Chophouse Restaurant,Walked-in,Daniel Reyes,,2026-03-03,2026-03-23,,(555) 186-5292,"fernpost, called twice, gatekeeper",,ai_call,Verano Bay
D100472,LANTERN BRASSERIE,Eligible,Daniel Reyes,,2026-07-13,2026-07-13,,(555) 796-4799,"saltbox, 1 location",,scrape,Verano Bay
D100409,Sixpence Chophouse,Eligible,Marco Ferrari,,2026-07-10,2026-07-16,,+15553420328,wants pricing,Meridian Cloud POS,referral,Verano Bay
D100213,Tidewater Oyster Bar,Closed Lost,Marco Ferrari,,2026-07-04,2026-08-03,Angela Andino,555-691-6422,,vellum,referral,Verano Bay
D100436,Northbank Wine Bar,Eligible,Priya Shah,,2026-06-07,2026-06-08,Omar Chen,+15556083605,,,referral,Verano Bay
D100243,Cinder Bistro,Eligible,Tom Brennan,,2026-02-09,2026-02-14,,555-808-5110,"Emily Brown (Owner), 11 locations",,scrape,Verano Bay
D100387,Yarrow Smokehouse Verano Bay,Eligible,Daniel Reyes,,2026-06-03,2026-06-10,,555-386-7827,meridian cloud pos,,referral,Verano Bay
D100177,Fallowfield Trattoria,KDM Demo,Tom Brennan,,2026-02-21,2026-04-21,,+1 555 258 2067,tessera,,ai_call,Verano Bay
D100507,Alder Trattoria,Eligible,Daniel Reyes,,2026-05-21,2026-05-21,,555-289-8870,"Rachel Petrou (Managing Partner), 50 locations",,referral,Verano Bay
D100029,Silverfin Chophouse,Walked-in,Priya Shah,,2026-03-27,2026-04-14,,555-657-0823,"Peter Novak (Owner), 10 locations",Cadence Mini,referral,Verano Bay
D100370,Oxbow Oyster Bar,Eligible,Tom Brennan,,2026-04-30,2026-05-01,,555-709-9029,"ironclad pos, 1 location",,scrape,Verano Bay
D100109,Little Bear Tavern - Ferrymead,Eligible,Tom Brennan,,2026-04-15,2026-04-20,,+15557587722,"cadence mini, Ahmed Schmidt (Managing Partner), happy with current setup",,walk-in,Verano Bay
D100434,Nettle Steakhouse,Eligible,Marco Ferrari,,2026-06-08,2026-06-15,,+1 555 916 7459,"Yolanda Martinez (Managing Partner), 1 location",,scrape,Verano Bay
D100045,NETTLE OSTERIA,Eligible,Daniel Reyes,,2026-05-23,2026-06-04,,5559722429,"meridian cloud pos, 51 locations",,referral,Verano Bay
D100486,Salt & Vine Brasserie,Eligible,Aisha Karim,,2026-06-07,2026-06-07,,+1 555 726 1196,"orbit systems, 1 location",Orbit,ai_call,Verano Bay
D100371,Wildwood Brasserie,Eligible,Marco Ferrari,,2026-05-16,2026-05-25,,555-984-9881,"northstar, Elena Patel (Owner), 10 locations",,walk-in,Verano Bay
D100080,Saffron Brasserie,Gatekeeper Demo,Tom Brennan,,2026-03-04,2026-04-25,Ahmed Singh,+1 555 789 5103,"1 location, happy with current setup",,ai_call,Verano Bay
D100463,Anchor Grill,Walked-in,Aisha Karim,,2026-04-13,2026-06-12,Katherine Johnson,+15553975601,,,ai_call,Verano Bay
D100454,Sorrel Chophouse,Eligible,Tom Brennan,,2026-01-30,2026-02-01,,+15558022177,,,walk-in,Verano Bay
D100502,The Violet Grill,Eligible,Daniel Reyes,,2026-03-07,2026-03-07,,5551734875,Luis Okafor (Managing Partner),,ai_call,Verano Bay
D100154,Northbank Alehouse,Eligible,Daniel Reyes,,2026-05-07,2026-05-19,,(555) 792-2749,Nadia Miller (Owner),,scrape,Verano Bay
D100231,Sable Table,Eligible,Tom Brennan,,2026-02-20,2026-02-28,,+15556061120,,,ai_call,Verano Bay
D100095,Ironwood Brasserie,Eligible,Priya Shah,,2026-04-12,2026-04-15,Deborah Andino,555-200-5279,,,walk-in,Verano Bay
D100131,Verde Table,Eligible,Daniel Reyes,,2026-03-15,2026-03-19,Susan Silva,555.653.4977,"meridian cloud, 4 locations, wants pricing",,human_call,Verano Bay
D100046,Silverfin Tavern,Eligible,Tom Brennan,,2026-04-08,2026-04-16,,+15555903517,1 location,,ai_call,Verano Bay
D100457,Anchor Tavern,Eligible,Tom Brennan,,2026-03-08,2026-03-13,George Reyes,555.491.0517,"ironclad, Raj Reyes (Owner), 1 location, happy with current setup",,walk-in,Verano Bay
D100277,The Violet Table,KDM Demo,Priya Shah,,2026-07-12,2026-07-26,,5553638422,"northstar pos, 1 location",,human_call,Verano Bay
D100446,Rookery Taqueria,Walked-in,Tom Brennan,,2026-03-15,2026-03-30,Daniel Kim,+1 555 417 0616,"Kevin Chen (GM), 1 location, wants pricing",,walk-in,Verano Bay
D100298,Bellwether Grill Verano Bay,Eligible,Aisha Karim,,2026-06-03,2026-06-13,,555.113.6053,"ironclad pos, George Martinez (GM)",Ironclad POS,human_call,Verano Bay
D100429,Blue Heron Osteria,Eligible,Daniel Reyes,,2026-03-03,2026-03-13,Nadia Doyle,5551097087,"cadence mini, Deborah Miller (Owner), 1 location",,walk-in,Verano Bay
D100076,Andino Brothers Taqueria,Eligible,Daniel Reyes,,2026-04-08,2026-04-09,Frank Le,555.427.0628,"Miguel Andino (GM), 3 locations",,referral,Verano Bay
D100324,VIOLET SUPPER CLUB,Walked-in,Priya Shah,,2026-02-03,2026-02-21,,+15552757214,"1 location, not interested in QR",,human_call,Verano Bay
D100072,Ember Dining Room Verano Bay,Eligible,Priya Shah,,2026-07-14,2026-07-23,Hassan Patel,+1 555 383 0788,"Nicole Okafor (Operations Manager), 1 location",,referral,Verano Bay
D100234,MARIGOLD DINING ROOM,Eligible,Marco Ferrari,,2026-06-28,2026-07-01,Frank Garcia,555.953.8751,1 location,,walk-in,Verano Bay
D100390,Jackdaw Oyster Bar,Eligible,Aisha Karim,,2026-02-27,2026-03-10,,+15554626327,Frank Rossi (Co-Owner),,walk-in,Verano Bay
D100315,Magpie Wine Bar,Closed Lost,Tom Brennan,,2026-04-16,2026-06-08,David Petrou,555.363.7092,"ironclad, Elena Kim (Owner), 12 locations",,human_call,Verano Bay
D100229,Lantern Bistro Restaurant,Eligible,Priya Shah,,2026-04-26,2026-05-07,,555-442-6882,"Omar Chen (Co-Owner), 1 location",,referral,Verano Bay
D100133,Zephyr Osteria,Eligible,Aisha Karim,,2026-05-11,2026-05-13,Victor Kim,555.824.3081,"ironclad, James Haddad (GM)",,human_call,Verano Bay
D100343,Vesper Table,Eligible,Tom Brennan,,2026-07-09,2026-07-13,Michael Bianchi,5558062116,,,ai_call,Verano Bay
D100043,Plumb House,Eligible,Priya Shah,,2026-02-18,2026-03-02,Peter Okafor,555.224.3344,11 locations,,ai_call,Verano Bay
D100023,The Persimmon Grill,Not Qualified,Priya Shah,,2026-07-07,2026-07-19,,555.838.5577,Beatriz Le (Co-Owner),,human_call,Verano Bay
D100181,Heron Brasserie,Eligible,Aisha Karim,,2026-05-03,2026-05-05,,(555) 658-0408,,,ai_call,Verano Bay
D100063,Wren Osteria Verano Bay,Eligible,Aisha Karim,,2026-02-14,2026-02-14,,555-619-8427,"Yolanda Martinez (Co-Owner), 1 location",,walk-in,Verano Bay
D100165,Harrow Taqueria,Eligible,Marco Ferrari,,2026-07-06,2026-07-11,,5551177664,fernpost,fernpost,referral,Verano Bay
D100217,OLIVE & ASH WINE BAR,Eligible,Marco Ferrari,,2026-02-18,2026-02-27,,+15556859359,"Frank Kim (GM), happy with current setup",,ai_call,Verano Bay
D100048,Nightjar Osteria,Closed Won,Priya Shah,,2026-05-09,2026-07-12,,+1 555 228 7948,"cadence flex, Jennifer Vasquez (Operations Manager), wants pricing",,walk-in,Verano Bay
D100152,MERCADO OSTERIA,Walked-in,Aisha Karim,,2026-02-18,2026-02-27,Marcus Doyle,+15558500328,"ironclad, 58 locations",Ironclad,walk-in,Verano Bay
D100052,Heron Room,Eligible,Daniel Reyes,,2026-02-26,2026-03-02,Monica Nguyen,5559487735,"meridian (legacy), Ahmed Bianchi (Owner)",,ai_call,Verano Bay
D100440,Olive & Ash Brasserie,Eligible,Priya Shah,,2026-05-27,2026-06-01,,(555) 979-7893,,,human_call,Verano Bay
D100087,Casa Verde Cantina,Eligible,Priya Shah,,2026-02-06,2026-02-17,,(555) 304-7306,"3 locations, asked for callback",CADENCE,referral,Verano Bay
D100349,Inkwell Tavern,Eligible,Tom Brennan,,2026-06-09,2026-06-18,,(555) 225-4022,Carlos Miller (General Manager),QuillPay,human_call,Verano Bay
D100364,Roan Supper Club,Closed Won,Aisha Karim,4800,2026-03-08,2026-05-05,,(555) 745-3356,"Katherine Murphy (Owner), 1 location",,human_call,Verano Bay
D100204,Lantern Brasserie,Eligible,Priya Shah,,2026-06-11,2026-06-16,Sofia Williams,(555) 796-4799,"saltbox, 1 location",,scrape,Verano Bay
D100230,Sable Room,Eligible,Marco Ferrari,,2026-04-29,2026-05-10,,555.199.7142,"meridian cloud, Paul Murphy (General Manager)",meridian cloud,human_call,Verano Bay
D100191,Tidewater Kitchen,Eligible,Priya Shah,,2026-04-25,2026-05-04,Tony Vasquez,+1 555 768 1544,"rivet, Emily Martinez (Owner), 1 location",,walk-in,Verano Bay
D100245,Copper Steakhouse,Walked-in,Marco Ferrari,,2026-06-18,2026-08-02,,(555) 403-9796,Paul Novak (Co-Owner),,referral,Verano Bay
D100026,Quill Supper Club - Miradero,Eligible,Priya Shah,,2026-06-27,2026-07-02,,(555) 216-5580,"orbit, 1 location",,ai_call,Verano Bay
D100420,Lantern Kitchen,Eligible,Daniel Reyes,,2026-04-27,2026-04-30,,555-337-0878,"Susan Bianchi (Owner), 1 location",Cadence Station,human_call,Verano Bay
D100393,Stonecutter Taqueria,Eligible,Daniel Reyes,,2026-02-16,2026-02-22,,5557518163,,,ai_call,Verano Bay
D100110,VERDE KITCHEN,Walked-in,Tom Brennan,,2026-04-22,2026-05-08,,(555) 717-7751,"Katherine Miller (GM), 1 location",,scrape,Verano Bay
D100334,Ember Wine Bar,Eligible,Tom Brennan,,2026-05-11,2026-05-13,,+1 555 376 1703,,,human_call,Verano Bay
D100283,Kinship Bistro - Marisol,Walked-in,Priya Shah,,2026-07-04,2026-07-09,,555-989-0084,1 location,,human_call,Verano Bay
D100075,Quill Grill - Harbor Point,Eligible,Priya Shah,,2026-03-05,2026-03-16,,555.733.8680,"saltbox, Christina Doyle (Operations Manager), asked for callback",saltbox,scrape,Verano Bay
D100250,Marrow Table,Eligible,Tom Brennan,,2026-03-25,2026-03-26,,+15557738524,meridian cloud,meridian cloud,ai_call,Verano Bay
D100443,The Little Supper Club,Eligible,Priya Shah,,2026-01-30,2026-02-10,,555-885-4082,"ironclad, 3 locations",IRONCLAD,human_call,Verano Bay
D100448,Nightjar Steakhouse,Eligible,Daniel Reyes,,2026-02-17,2026-02-22,,+1 555 253 3715,"fernpost, Maria Vasquez (Owner), 1 location",FERNPOST,walk-in,Verano Bay
D100037,Amber Bistro,Eligible,Tom Brennan,,2026-04-09,2026-04-14,Ana Bianchi,555.607.2494,"northstar pos, Elena Schmidt (Owner), 1 location",,ai_call,Verano Bay
D100168,The Vesper Bistro,Eligible,Daniel Reyes,,2026-05-18,2026-05-26,,5556592723,"meridian cloud, wants pricing",meridian cloud,scrape,Verano Bay
D100403,Yarrow Room,Eligible,Marco Ferrari,,2026-07-13,2026-07-25,,555.457.2353,saltbox,Saltbox,human_call,Verano Bay
D100284,Kingfisher Table Verano Bay,Eligible,Aisha Karim,,2026-06-19,2026-06-25,Linda Novak,+15552583898,1 location,,walk-in,Verano Bay
D100378,Halcyon Supper Club,Eligible,Priya Shah,,2026-03-10,2026-03-11,Raj Patel,5555883399,14 locations,ironcladpos,scrape,Verano Bay
D100078,Roan Steakhouse,Eligible,Tom Brennan,,2026-03-08,2026-03-17,,+1 555 601 2321,"vellum, Christina Rodriguez (Managing Partner), 1 location",,walk-in,Verano Bay
D100176,Pike Taqueria,Eligible,Aisha Karim,,2026-04-03,2026-04-08,,5552804502,"meridian cloud, 12 locations",,human_call,Verano Bay
D100336,Quill Osteria,Walked-in,Tom Brennan,,2026-07-14,2026-08-03,,+15555919937,"George Torres (Owner), 1 location",,human_call,Verano Bay
D100197,Sparrow Tavern,Walked-in,Tom Brennan,,2026-06-20,2026-07-13,,555.383.5187,1 location,IRONCLAD,human_call,Verano Bay
D100328,Palisade Grill,Eligible,Marco Ferrari,,2026-02-03,2026-02-04,,+15558190423,1 location,,ai_call,Verano Bay
D100345,Mercado Wine Bar,Gatekeeper Demo,Priya Shah,,2026-03-04,2026-04-01,Deborah Torres,5555332046,1 location,Tessera,referral,Verano Bay
D100001,Gallow Tavern,Eligible,Priya Shah,,2026-03-23,2026-03-24,,555-679-5590,"Carlos Doyle (Owner), 1 location",,walk-in,Verano Bay
D100009,Yarrow Table,Eligible,Priya Shah,,2026-02-19,2026-03-02,,5551804773,"ironclad, 10 locations",IRONCLAD,human_call,Verano Bay
D100286,Larkspur Room,KDM Demo,Aisha Karim,,2026-05-25,2026-06-11,Nadia Lopez,(555) 871-9127,"vellum restaurant, Emily Murphy (General Manager), 7 locations, called twice, gatekeeper",VELLUM,referral,Verano Bay
D100386,Magpie Supper Club - Quarry End,Eligible,Aisha Karim,,2026-04-04,2026-04-05,,555-429-7633,,,referral,Verano Bay
D100015,Loam Room Verano Bay,Eligible,Tom Brennan,,2026-06-20,2026-07-02,,+1 555 949 4642,"Carlos Brown (Owner), 13 locations",,walk-in,Verano Bay
D100355,Sable Supper Club,Eligible,Daniel Reyes,,2026-07-12,2026-07-19,Elena Rossi,5557171578,"ironclad, Victor Rodriguez (Operations Manager), 1 location",ironcladpos,scrape,Verano Bay
D100412,Driftwood Steakhouse,KDM Demo,Tom Brennan,,2026-03-10,2026-04-30,,555.615.8123,"Emily Patel (GM), asked for callback",,walk-in,Verano Bay
D100107,Olive & Ash Room,Eligible,Tom Brennan,,2026-07-06,2026-07-11,,555.173.3531,"ironclad pos, Nadia Petrou (Owner), 1 location",,referral,Verano Bay
D100391,Golden Hour Cantina,Eligible,Tom Brennan,,2026-04-19,2026-04-19,Carlos Garcia,(555) 592-9067,"ironclad, Susan Nguyen (General Manager), 37 locations",,scrape,Verano Bay
D100505,Hearth Brasserie Restaurant Restaurant,Eligible,Priya Shah,,2026-06-12,2026-06-12,,+15551516999,1 location,,human_call,Verano Bay
D100424,Yarrow Grill,Eligible,Marco Ferrari,,2026-02-07,2026-02-12,,5554139572,"ironclad pos, Maria Le (Co-Owner), 1 location",,ai_call,Verano Bay
D100153,Loam Dining Room,Walked-in,Priya Shah,,2026-06-26,2026-07-25,,5557491465,1 location,,human_call,Verano Bay
D100187,Magpie Brasserie,Eligible,Marco Ferrari,,2026-07-03,2026-07-03,,(555) 495-9793,26 locations,,human_call,Verano Bay
D100006,Redbird Oyster Bar - Stillwater,Eligible,Aisha Karim,,2026-02-13,2026-02-25,,555.476.3841,"northstar restaurant, wants pricing",,referral,Verano Bay
D100214,Sixpence Brasserie,Eligible,Aisha Karim,,2026-04-27,2026-04-27,,+1 555 502 7701,"Angela Doyle (GM), 1 location",,scrape,Verano Bay
D100392,Saffron Chophouse,Eligible,Marco Ferrari,,2026-02-03,2026-02-10,Nadia Doyle,5552029052,"cadence mini, Nadia Le (General Manager)",,scrape,Verano Bay
D100242,Sable Kitchen,Eligible,Aisha Karim,,2026-06-22,2026-06-27,,5551694452,"6 locations, not interested in QR",ironcladpos,referral,Verano Bay
D100353,Fernwood Wine Bar Verano Bay,Walked-in,Marco Ferrari,,2026-04-20,2026-05-15,,+1 555 994 7798,1 location,,scrape,Verano Bay
D100272,Cardinal Trattoria,Eligible,Aisha Karim,,2026-05-27,2026-06-06,Michael Andino,555-931-9919,,,walk-in,Verano Bay
D100146,SORREL ALEHOUSE,Eligible,Marco Ferrari,,2026-04-24,2026-05-06,,+15557347048,"Beatriz Singh (Owner), 1 location",,referral,Verano Bay
D100280,Umber Alehouse - Quarry End,Eligible,Tom Brennan,,2026-03-21,2026-03-25,,555-116-8603,"Peter Vasquez (General Manager), 1 location",,ai_call,Verano Bay
D100375,OXBOW TRATTORIA,Eligible,Tom Brennan,,2026-06-07,2026-06-12,Ahmed Hernandez,555-145-6397,"cadence mini, David Garcia (Operations Manager)",Cadence Mini,walk-in,Verano Bay
D100318,Tallgrass Dining Room,Closed Lost,Aisha Karim,,2026-02-13,2026-04-04,,(555) 856-9032,"vellum pos, Elena Petrou (Co-Owner), 1 location",,scrape,Verano Bay
D100136,Understory Table,Eligible,Aisha Karim,,2026-05-25,2026-06-02,,555-830-9677,fernpost,fernpost,human_call,Verano Bay
D100459,Foxglove Osteria,Eligible,Priya Shah,,2026-06-13,2026-06-16,,+15555209676,"ironclad, Elena Singh (Owner), 55 locations",,scrape,Verano Bay
D100264,Foxtail Grill,Eligible,Marco Ferrari,,2026-05-31,2026-06-10,Sean Garcia,555-192-6335,"Kevin Brown (Operations Manager), 1 location",,scrape,Verano Bay
D100050,Prairie Smokehouse,Walked-in,Aisha Karim,,2026-07-07,2026-08-03,,555.753.0203,"ironcladpos, 6 locations, wants pricing",,referral,Verano Bay
D100352,Kingfisher Chophouse,Closed Won,Aisha Karim,,2026-04-12,2026-06-05,Yolanda Singh,555.616.8334,"orbit, 1 location",,walk-in,Verano Bay
D100506,Fallowfield Trattoria - Bayview Flats,Eligible,Tom Brennan,,2026-03-18,2026-03-18,,+1 555 258 2067,tessera,,ai_call,Verano Bay
D100481,The Ironwood Grill,Eligible,Aisha Karim,,2026-06-01,2026-06-01,,555-134-5738,"vellum pos, 1 location",,human_call,Verano Bay
D100071,Quill Brasserie,Gatekeeper Demo,Tom Brennan,,2026-05-11,2026-07-12,,5559656192,"Maria Singh (Owner), 1 location",,walk-in,Verano Bay
D100064,Marigold Osteria,Verbal Yes,Aisha Karim,,2026-02-24,2026-03-19,,+15554292603,"cadence pos, Yolanda Haddad (Owner)",,human_call,Verano Bay
D100394,SAFFRON CANTINA,Closed Lost,Priya Shah,,2026-03-20,2026-05-24,,5556544187,"Maria Silva (General Manager), 1 location, happy with current setup",,referral,Verano Bay
D100373,The Nettle Alehouse,KDM Demo,Aisha Karim,,2026-06-16,2026-07-09,,(555) 760-7807,"1 location, happy with current setup",,human_call,Verano Bay
D100414,WARBLER TRATTORIA,Eligible,Marco Ferrari,,2026-04-01,2026-04-10,,+1 555 203 6871,"Luis Patel (Co-Owner), 49 locations, happy with current setup",,scrape,Verano Bay
D100123,Motherland Oyster Bar,Closed Won,Marco Ferrari,,2026-03-24,2026-05-23,,555.285.0661,Priya Nguyen (General Manager),,scrape,Verano Bay
D100423,Foxtail Supper Club,Gatekeeper Demo,Priya Shah,,2026-04-13,2026-05-10,,555-919-9383,"16 locations, wants pricing",,referral,Verano Bay
D100313,The Ember House,Eligible,Priya Shah,,2026-06-10,2026-06-10,,+15556547340,1 location,ironclad,ai_call,Verano Bay
D100162,The Cardinal Brasserie,Walked-in,Daniel Reyes,,2026-02-13,2026-04-16,,+15554259497,cadence,Cadence Mini,scrape,Verano Bay
D100246,Ironwood Steakhouse - Calder Park,Eligible,Tom Brennan,,2026-06-04,2026-06-09,,5551518173,1 location,fernpost,scrape,Verano Bay
D100238,OXBOW DINING ROOM,Walked-in,Aisha Karim,,2026-06-26,2026-07-13,Rachel Okafor,+1 555 954 2592,"Raj Kowalski (General Manager), 1 location",,ai_call,Verano Bay
D100170,Sparrow Dining Room,KDM Demo,Aisha Karim,,2026-03-08,2026-05-16,,5559783045,cadence,Cadence,human_call,Verano Bay
D100194,Verde Room - Quarry End,Eligible,Marco Ferrari,,2026-05-10,2026-05-13,,555-643-3319,4 locations,,referral,Verano Bay
D100016,Verde Cantina - Cedar Cross,Eligible,Aisha Karim,,2026-02-21,2026-03-04,Nicole Doyle,+15559180430,"rivet pay, 1 location",rivet,referral,Verano Bay
D100134,Rookery Wine Bar,Eligible,Aisha Karim,,2026-03-12,2026-03-18,,(555) 307-7081,30 locations,,walk-in,Verano Bay
D100083,Heron Cantina,Eligible,Priya Shah,,2026-02-19,2026-02-22,,(555) 119-7849,"Peter Garcia (Owner), 1 location",,walk-in,Verano Bay
D100233,Foxtail Tavern,Eligible,Aisha Karim,,2026-05-05,2026-05-11,,+15556868437,"Christina Reyes (Owner), asked for callback",,ai_call,Verano Bay
D100188,Persimmon Supper Club Verano Bay,Eligible,Aisha Karim,,2026-04-14,2026-04-23,,(555) 680-0753,"ironclad, Omar Petrou (Owner)",IRONCLAD,human_call,Verano Bay
D100190,Sparrow Steakhouse,Eligible,Aisha Karim,,2026-05-07,2026-05-18,,555-879-5176,"cadence, Omar Vasquez (General Manager)",,human_call,Verano Bay
D100400,Warbler Supper Club,Eligible,Priya Shah,,2026-04-10,2026-04-13,Peter Bianchi,(555) 904-2749,"43 locations, happy with current setup",,ai_call,Verano Bay
D100169,Rambler Wine Bar,Eligible,Tom Brennan,,2026-02-24,2026-02-25,,555-258-2965,1 location,,ai_call,Verano Bay
D100232,Sixpence Trattoria,Eligible,Marco Ferrari,,2026-06-21,2026-06-30,,555.551.7565,30 locations,,scrape,Verano Bay
D100223,Lantern Room,KDM Demo,Priya Shah,,2026-05-03,2026-06-07,,555-945-1594,1 location,Salt Box,referral,Verano Bay
D100366,The Tidewater Wine Bar,Eligible,Priya Shah,,2026-05-30,2026-05-31,Sean Johnson,(555) 611-9281,"David Schmidt (Operations Manager), 1 location, happy with current setup",,referral,Verano Bay
D100497,Plumb Table - Quarry End,Eligible,Tom Brennan,,2026-06-27,2026-06-27,,555.886.3983,"1 location, not interested in QR",,referral,Verano Bay
D100413,The Sparrow House,Eligible,Daniel Reyes,,2026-03-17,2026-03-22,Peter Petrou,555-303-7331,,,walk-in,Verano Bay
D100130,The Bluebird Trattoria,Eligible,Aisha Karim,,2026-03-16,2026-03-19,,5551157167,"David Reyes (Owner), 12 locations",,ai_call,Verano Bay
D100474,Quarry Smokehouse,Eligible,Marco Ferrari,,2026-05-16,2026-05-16,,5552643164,wants pricing,,ai_call,Verano Bay
D100042,Prairie Chophouse,KDM Demo,Aisha Karim,,2026-03-31,2026-04-09,Priya Okafor,5554019484,cadence pos,CADENCE,referral,Verano Bay
D100408,Cobalt Trattoria - Lantern Hill,Eligible,Tom Brennan,,2026-04-21,2026-04-28,,5555587403,,,ai_call,Verano Bay
D100073,Sorrel Room,Not Qualified,Priya Shah,,2026-04-16,2026-05-10,,+1 555 369 5941,1 location,,scrape,Verano Bay
D100329,Marrow Wine Bar,Closed Lost,Aisha Karim,,2026-03-07,2026-04-18,,555-787-6812,Paul Andino (GM),,ai_call,Verano Bay
D100104,Saffron Supper Club,Eligible,Priya Shah,,2026-05-30,2026-05-30,,+1 555 814 0796,"Peter Garcia (Owner), 1 location",,referral,Verano Bay
D100149,Marigold Taqueria,Eligible,Tom Brennan,,2026-02-02,2026-02-05,,(555) 615-5214,cadence,,referral,Verano Bay
D100094,Thistle Bistro,Eligible,Daniel Reyes,,2026-06-21,2026-06-22,,555.699.8106,,,human_call,Verano Bay
D100470,Golden Hour Oyster Bar,Eligible,Priya Shah,,2026-05-27,2026-06-03,,555.822.7656,"ironclad pos, Ana Brown (Owner)",Ironclad POS,ai_call,Verano Bay
D100002,DRIFTWOOD DINING ROOM,Eligible,Marco Ferrari,,2026-03-26,2026-03-31,,(555) 933-7403,"Rachel Andino (GM), 7 locations",,human_call,Verano Bay
D100445,Lantern Chophouse - Greenhithe,Eligible,Tom Brennan,,2026-02-11,2026-02-12,,+1 555 116 3732,"Ahmed Martinez (Operations Manager), 1 location",,scrape,Verano Bay
D100488,Basil and Bone Steakhouse,Not Qualified,Aisha Karim,,2026-03-30,2026-03-30,,555-411-2176,"11 locations, wants pricing",,referral,Verano Bay
D100031,Nightjar Cantina,Gatekeeper Demo,Marco Ferrari,,2026-07-01,2026-07-24,Carlos Andino,+1 555 833 8019,1 location,,ai_call,Verano Bay
D100260,Sable Alehouse,Walked-in,Aisha Karim,,2026-06-14,2026-07-02,,(555) 983-9363,ironclad,,human_call,Verano Bay
D100411,Fernwood Bistro,Eligible,Tom Brennan,,2026-05-22,2026-05-25,,+15554947594,,,ai_call,Verano Bay
D100356,Driftwood Supper Club,Eligible,Daniel Reyes,,2026-07-10,2026-07-11,,5559739616,,,scrape,Verano Bay
D100210,Fallowfield Taqueria,Gatekeeper Demo,Aisha Karim,,2026-02-06,2026-02-16,,555-902-6105,14 locations,,referral,Verano Bay
D100467,Sparrow Brasserie Restaurant,Eligible,Priya Shah,,2026-04-11,2026-04-18,,555.520.7081,28 locations,,scrape,Verano Bay
D100128,Tidewater House,Eligible,Aisha Karim,,2026-01-30,2026-02-05,,(555) 522-0953,northstar,Northstar,ai_call,Verano Bay
D100017,Driftwood Room Verano Bay,Eligible,Marco Ferrari,,2026-02-23,2026-03-02,Elena Okafor,555.510.9089,vellum,,referral,Verano Bay
D100341,Sorrel Oyster Bar,Eligible,Marco Ferrari,,2026-05-21,2026-05-23,,555-647-2704,"vellum pos, 1 location",Vellum POS,walk-in,Verano Bay
